-1,-1,92,-1,3.9,50000,284,72,0.536,2.749,3506,4.539,6,1.322,1.453,5.099,2330,3.496,10,2.860,0.834,2.315,7335,10.447,15,1.436,1.647,3.895,6749,8.101,21,2.592,0.397,2.035,179,6.131,6,0.979,0.044,4.326,100,1.140,1,0.877,0.379,1.716,94887,8.069,7,0.867,0.699,1.255,91582,47.550,45,0.946,100,97,47,12.2,3.7,8.8,12.6,11.6,15.3,-1,6.5,1.6,1,7.8,3.3,1,211,-1,68,86,4,77,1,-1,-1,-1,36.6,5.2,0,99,2.16,1.67,1.52,138.30,0.31,0.57,1.0250,1.0572,0.9332,1.0884,1.0697,17.4,15.9,22.0,21.0,5.2,14.8,18.2,13.0,97,99,99,99,97,100,1,0,1,1,100,98,100,93,-1,98,96,85,96,100,91,95,88,0
-1,-1,82,-1,2.8,70000,248,69,0.165,3.249,1485,2.034,2,0.983,1.168,7.068,1045,1.568,5,3.189,0.131,1.399,3903,5.836,3,0.514,0.082,1.610,3157,4.105,2,0.487,0.018,1.763,79,2.797,1,0.358,-1,-1,-1,-1,-1,-1,0.035,3.453,35823,1.428,1,0.700,0.156,0.800,35966,15.592,6,0.385,98,99,86,16.9,-1,7.5,16.3,13.9,14.8,-1,11.9,10.6,1,5.7,3.9,0,120,-1,27,58,2,92,1,-1,98,11,44.4,3.8,12,96,3.70,2.42,1.35,141.42,0.38,0.68,0.9438,0.9328,0.9785,1.2911,0.9466,16.1,-1,18.9,21.5,6.1,15.2,16.0,13.8,100,99,100,100,100,100,0,0,0,1,100,99,100,100,-1,99,88,100,98,98,100,100,100,-1
-1,-1,100,-1,3.0,50000,216,79,0.189,1.142,6154,9.701,5,0.515,0.148,1.127,5125,8.564,4,0.467,0.388,1.362,7374,13.090,10,0.764,0.260,1.176,6987,11.773,7,0.595,0.092,1.814,105,3.643,2,0.549,0.304,5.991,103,1.103,2,1.813,0.423,3.211,65072,3.005,4,1.331,0.273,0.759,62145,31.879,15,0.471,100,100,87,16.5,4.6,7.4,15.6,13.8,17.8,-1,10.7,4.3,1,-1,3.9,1,121,-1,10,63,0,-1,1,-1,-1,-1,41.9,7.8,3,97,3.06,1.41,2.07,168.42,0.36,0.81,0.9306,0.9575,0.9489,0.9066,1.0261,15.8,15.2,19.3,20.8,4.4,15.3,17.4,11.6,100,100,100,99,99,100,1,0,0,0,99,98,100,90,-1,100,95,95,95,91,85,100,80,6
-1,-1,-1,-1,-1,10000,230,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.740,8946,4.047,0,0.000,96,99,67,-1,-1,9.3,12.6,14.1,14.9,-1,31.3,4.1,1,-1,-1,1,120,-1,30,60,1,45,1,-1,93,8,-1,13.7,-1,90,3.76,1.67,1.38,-1,0.38,0.70,-1,1.0271,0.9666,-1,1.0320,-1,-1,20.8,21.3,-1,15.4,17.5,13.0,-1,97,97,93,89,100,0,0,0,1,82,56,93,-1,-1,92,73,33,93,88,-1,-1,-1,-1
-1,-1,-1,-1,-1,10000,178,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.027,2.707,4249,1.822,1,0.549,100,95,60,-1,-1,8.0,12.5,11.6,-1,-1,2.5,0.0,1,-1,-1,1,101,-1,25,45,0,-1,1,-1,-1,-1,-1,7.5,-1,96,-1,-1,1.75,-1,0.39,0.80,-1,0.9790,1.0020,-1,0.9775,-1,-1,19.8,22.0,-1,14.6,16.5,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,100,-1,-1,-1,-1,-1
-1,-1,94,-1,3.9,-1,275,74,0.209,1.072,6123,11.646,6,0.515,0.142,0.730,7511,17.106,6,0.351,0.238,0.975,7410,15.580,8,0.513,0.246,0.814,10192,23.498,11,0.468,0.684,2.797,167,5.432,8,1.473,-1,2.271,120,1.319,0,0.000,0.480,2.171,94996,6.379,7,1.097,0.572,0.935,94996,86.865,64,0.737,100,83,71,13.7,3.0,7.4,11.9,13.9,12.6,-1,4.9,10.7,0,4.4,2.6,0,152,-1,49,74,-1,15,0,-1,-1,-1,25.4,-1,0,94,4.41,1.81,1.51,122.12,0.30,0.73,1.0360,0.9566,0.9044,1.1639,0.9581,17.4,15.0,19.5,20.3,5.6,14.5,16.4,11.0,96,99,99,98,98,99,1,0,1,1,73,93,100,-1,0,100,94,55,68,80,89,100,96,27
-1,-1,-1,-1,3.0,30000,197,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.345,1539,2.228,0,0.000,-1,1.471,1567,2.037,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.157,1.193,16347,8.086,4,0.495,100,100,90,16.8,-1,8.8,12.8,16.9,17.1,-1,10.8,8.8,1,5.1,1.8,1,119,-1,37,55,2,76,1,-1,98,1,-1,4.8,19,96,5.29,1.61,2.60,101.50,0.39,1.01,1.0018,1.0134,1.0459,1.0360,1.1283,17.0,-1,20.5,22.9,5.0,15.6,19.2,12.9,92,99,97,100,100,100,0,0,0,1,94,94,100,-1,-1,100,95,100,98,97,94,-1,100,-1
-1,-1,96,-1,2.8,50000,310,90,0.176,1.336,4302,7.223,4,0.554,0.212,1.280,4643,8.655,5,0.578,0.104,0.790,6207,12.206,4,0.328,0.102,0.778,6010,12.403,4,0.323,0.485,2.196,198,6.306,7,1.110,-1,-1,-1,-1,-1,-1,0.775,4.687,53805,2.364,5,2.115,0.380,0.899,53805,35.111,21,0.598,100,98,77,12.3,3.7,8.8,13.0,12.3,16.1,-1,33.6,2.0,1,6.8,4.0,1,196,-1,33,77,1,-1,1,-1,-1,-1,31.5,9.4,5,100,2.25,1.37,1.65,158.63,0.35,0.63,1.0620,0.8949,0.9756,1.0786,1.0516,17.8,16.6,18.1,21.4,5.2,14.5,17.8,13.5,100,100,99,97,99,100,1,0,0,1,97,98,100,91,-1,98,98,98,98,99,98,100,97,0
-1,-1,-1,-1,-1,10000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,104,-1,25,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,4.14,-1,1.77,-1,0.39,0.79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,2.1,50000,187,61,0.210,4.138,1069,1.597,2,1.252,0.046,4.496,730,1.097,1,0.912,-1,0.525,3347,5.709,0,0.000,-1,1.334,1727,2.246,0,0.000,0.136,2.686,75,2.460,2,0.813,-1,-1,-1,-1,-1,-1,0.194,3.827,27672,1.727,2,1.158,0.503,1.395,25301,17.336,15,0.865,100,98,79,15.2,-1,8.7,12.9,13.5,14.9,-1,19.9,0.3,0,-1,6.0,0,106,-1,20,58,1,75,0,40,95,1,39.8,4.2,9,97,3.31,1.46,2.10,110.96,0.36,0.76,-1,1.0946,1.0141,0.8476,0.9777,-1,-1,22.1,22.3,4.1,15.8,16.6,13.8,100,100,99,97,100,100,0,0,0,1,97,97,100,-1,-1,94,90,74,96,96,97,-1,100,-1
